Id,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,Genre_new,country_chart,date_chart,position_chart
4iu094SNrXLf2i7ok7Ed2x,24.8,b.l.t  - kr ver.,TREASURE,single,k-pop,330637.0,THE FIRST STEP : CHAPTER TWO,2020-09-18,0.718,0.818,7,-5.869,1,0.0693,0.0463,0.0,0.344,0.628,128.012,k-pop,Indonesia,2020-09-18,170.0
4izP2KMwrhAdZEtIyp8Z8w,7751.500000000001,jumpshot,Dawin,single,nyc pop,207581.0,Sunday,2016-07-29,0.909,0.63,6,-3.9,0,0.0852,0.19,0.0,0.0291,0.8029999999999999,97.027,pop,Philippines,2017-01-01,11.0
4izg6Hydc6XGErWW6nbdsV,967.3,whatever it takes,Imagine Dragons,single,modern rock,30723081,Whatever It Takes,2017-05-09,0.6729999999999999,0.6709999999999999,1,-4.998,1,0.0302,0.0476,0.0,0.107,0.523,134.942,rock,Taiwan,2017-05-12,24.0
4j3GWI86JvSaF0BLdmgcfF,2166.05,summertime magic,Childish Gambino,single,atl hip hop,7079534.0,Summer Pack,2018-07-11,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,hip hop,USA,2018-07-13,6.0
4jAIqgrPjKLTY9Gbez25Qb,8.8,lights up,Harry Styles,album,pop,10361677,Fine Line,2019-12-13,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,pop,USA,2019-12-13,10.0
4ja2gzrNh9VNigzoXfmbwD,30240.349999999977,mariposa,Peach Tree Rascals,single,alternative r&b,126953.0,Mariposa,2019-08-28,0.6759999999999999,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,r&b/soul,Indonesia,2020-06-24,8.0
4jlhUj1aT0IxzaodNEV7xs,480.0,senja teduh pelita,MALIQ & D'Essentials,single,indonesian indie,248674.0,Senja Teduh Pelita,2019-03-15,0.5670000000000001,0.818,6,-6.242000000000001,1,0.0899,0.6970000000000001,3.14e-05,0.111,0.926,87.976,indie,Indonesia,2019-03-15,124.0
4jp4Z02kzzg8gK0NmDGgml,5226.599999999999,play,K-391 - Alan Walker - Tungevaag - Mangoo,single,gaming edm,232247.0,Play,2019-08-30,0.52,0.7979999999999999,6,-5.497999999999998,0,0.0391,0.101,0.0,0.0932,0.168,101.944,dance/electronic,Norway,2019-10-03,2.0
4kIpBfvK44bxqX7zo8K1oP,4129.1500000000015,시작,Gaho,single,k-pop,124511.0,ITAEWON CLASS (Original Television Soundtrack) Pt.2,2020-02-01,0.591,0.818,4,-3.532,1,0.073,0.172,0.0,0.126,0.574,108.107,k-pop,Taiwan,2020-03-25,4.0
4kLhyMgDaNLbBq8b9mCtfi,195.15,suara,GAC (Gamaliél Audrey Cantika),single,indonesian pop,280884.0,Suara,2017-11-17,0.525,0.7929999999999999,0,-4.973,1,0.145,0.286,0.0,0.0889,0.838,99.539,pop,Indonesia,2017-11-17,90.0
4kV4N9D1iKVxx1KLvtTpjS,17886.65,"break up with your girlfriend, im bored",Ariana Grande,album,dance pop,52571724.0,"thank u, next",2019-02-08,0.726,0.5539999999999999,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000005,pop,USA,2019-02-14,1.0
4kVNcd29xNwseUPJZEck5Z,19.200000000000006,flower,CHEN,single,k-pop,986179.0,"April, and a flower - The 1st Mini Album",2019-04-01,0.442,0.35,2,-8.314,1,0.0345,0.921,0.0,0.121,0.281,124.346,k-pop,Indonesia,2019-04-02,179.0
4kWO6O1BUXcZmaxitpVUwp,8206.0,jackie chan,Tiësto - Dzeko - Preme - Post Malone,single,big room,5177309.0,Jackie Chan,2018-05-18,0.747,0.8340000000000001,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,house,Belgium,2018-07-30,3.0
4keoy2fqgwGnbWlm3ZVZFa,61170.900000000016,happy now,Zedd - Elley Duhé,single,complextro,5236599.0,Happy Now,2018-07-18,0.503,0.741,4,-5.127999999999999,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,dance/electronic,Taiwan,2018-08-30,1.0
4kfm1uI9QGaoN9qm6CkAMn,898.3,what ive done,Linkin Park,album,alternative metal,17132813.0,Minutes to Midnight,2007-05-11,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,metal,Taiwan,2017-07-21,6.0
4kk0uL01dukOo1P4l7pPyM,238.40000000000003,stuck in silence,Karina Christy,single,n-a,1453.0,Stuck in Silence,2018-03-23,0.6890000000000001,0.287,7,-11.906,1,0.0336,0.6679999999999999,2.88e-06,0.059,0.399,122.912,else,Indonesia,2018-03-23,117.0
4kmp56RAtXEzHOANS0BaLX,461.45000000000016,花요일 blooming day,EXO-CBX,album,k-pop,1763397.0,Blooming Days - The 2nd Mini Album,2018-04-10,0.735,0.736,4,-3.266,0,0.277,0.00511,0.0,0.165,0.813,117.975,k-pop,Taiwan,2018-04-13,60.0
4ktApJaLGqUb1wlr3HdnVz,1821.8500000000008,positif,Sheryl Sheinafia,single,indonesian pop,172638.0,Positif (Original Title Posessif),2019-11-29,0.675,0.366,10,-8.065,1,0.0305,0.8220000000000001,1.27e-06,0.0655,0.458,119.902,pop,Indonesia,2019-12-17,52.0
4l0Mvzj72xxOpRrp6h8nHi,8015.650000000002,lose you to love me,Selena Gomez,album,dance pop,23289724.0,Rare,2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,pop,Malaysia,2020-01-15,9.0
4l6mLhnQtavrSM2fp4pBUF,7707.200000000003,menepi,Woro Widowati,single,javanese dangdut,153462.0,Menepi,2020-03-19,0.506,0.193,4,-9.758,1,0.0342,0.97,0.0,0.0976,0.253,113.425,else,Indonesia,2020-06-13,102.0
4lCtZZktwgQqzCoJxK3ZxR,107227.54999999989,muara,Adera,single,indonesian pop,192790.0,Muara,2017-04-17,0.6779999999999999,0.204,2,-10.371,1,0.0525,0.8320000000000001,0.0,0.118,0.299,115.795,pop,Indonesia,2018-08-14,25.0
4lD7gHKF1e8Y9stQuVezZB,94.4,ghostin,Ariana Grande,album,dance pop,52571724.0,"thank u, next",2018-02-07,0.396,0.358,9,-8.294,1,0.0292,0.422,1.7100000000000002e-05,0.19,0.111,103.807,pop,USA,2019-02-09,8.0
4lH5AKFeldnkq8wRikIqWP,60.0,flame,Tinashe,single,alternative r&b,1805587.0,Flame,2017-03-16,0.631,0.845,5,-3.143,1,0.0489,0.0577,0.0,0.0999,0.53,81.995,r&b/soul,Sweden,2017-03-17,101.0
4lRwa7PKcGIuJMwtPIYKdy,5574.299999999997,anpanman,BTS,album,k-pop,24755789.0,Love Yourself 轉 'Tear',2018-05-18,0.813,0.875,1,-2.92,0,0.0918,0.0237,0.0,0.288,0.7559999999999999,99.004,k-pop,Malaysia,2018-05-19,9.0
4lSMKPkbZOAYPw3zxJ2eAF,228.0,you!,LANY,single,la pop,3012990.0,you!,2020-08-14,0.5,0.635,10,-7.53,1,0.0253,0.00648,0.00508,0.126,0.276,94.0,pop,Philippines,2020-08-14,18.0
4lfAvFv8roumWVKXhHF8uN,110044.6,zona nyaman,Fourtwnty,album,indonesian folk,1797868.0,Ego & Fungsi Otak,2018-04-20,0.515,0.649,4,-6.278,1,0.0338,0.355,0.00155,0.175,0.35,120.003,else,Indonesia,2018-10-18,6.0
4llK75pXNWZz6KAho2Gp16,79.2,she will be loved - radio mix,Maroon 5,album,pop,27713137.0,Songs About Jane: 10th Anniversary Edition,2002-01-01,0.6509999999999999,0.6629999999999999,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,pop,Singapore,2019-03-07,51.0
4lsHZ92XCFOQfzJFBTluk8,7126.35,you got it,Vedo,album,pop r&b,177226.0,For You,2020-03-27,0.774,0.376,5,-9.372,1,0.208,0.297,0.0,0.165,0.391,122.089,pop,Philippines,2020-10-01,6.0
4m5Cd9kAbIxg6t9sMrQWtk,133.60000000000002,tic toc,6ix9ine - Lil Baby,album,emo rap,5963018.0,DUMMY BOY,2018-11-27,0.82,0.691,6,-6.646,0,0.0723,0.0115,0.0,0.344,0.6829999999999999,142.02700000000004,rap,USA,2018-11-29,2.0
4m5HKGwULoA0SvhaXiDMPR,9095.000000000004,call you mine,Jeff Bernat - Geologic Of The Blue Scholars,album,pop,196948.0,The Gentleman Approach,2011-12-01,0.794,0.5710000000000001,11,-6.436,0,0.0521,0.836,0.0174,0.0918,0.632,90.03299999999999,pop,Indonesia,2020-04-26,76.0
4mGdjNMo0RonTlOEb7cYg4,36.8,11 minutes,YUNGBLUD - Halsey - Travis Barker,single,british indie rock,1193254,11 Minutes (with Halsey feat. Travis Barker),2019-02-14,0.464,0.852,11,-3.804,1,0.067,0.0116,0.0,0.108,0.233,160.075,rock,Australia,2019-02-24,21.0
4mJDfMcT7odIUjWlb2WO4L,70.4,baby one more time - recorded at spotify studios new york city,Ed Sheeran,single,pop,71783101,Spotify Singles,2017-06-07,0.792,0.307,11,-6.224,0,0.0522,0.189,0.0,0.0834,0.631,104.511,pop,Taiwan,2017-06-09,51.0
4mLkiFppf8Xvem6BSY34qw,17.6,blazed,Ariana Grande - Pharrell Williams,album,dance pop,52571724.0,Sweetener,2018-08-17,0.795,0.759,6,-6.348,1,0.0528,0.0793,0.0,0.0805,0.855,110.021,pop,USA,2018-08-17,22.0
4mYu3kfBCW6qiTDnfVeuMx,191.1,항상,j-hope - Supreme Boi,album,k-pop,4486644.0,Hope World,2018-03-02,0.8320000000000001,0.8959999999999999,6,-4.673,1,0.233,0.159,4.75e-05,0.247,0.618,178.998,k-pop,Taiwan,2018-03-02,65.0
4mf6HE25CkxeezcdWyfUGO,64157.900000000016,cant take my eyes off you,Joseph Vincent,single,pop,223522.0,Can't Take My Eyes Off You,2017-10-02,0.7190000000000001,0.135,5,-12.074000000000002,0,0.0656,0.828,0.0,0.0935,0.594,88.251,pop,Indonesia,2018-09-30,11.0
4msighkG4nKOw60aoN7lV7,44301.55,kumau dia,Andmesh,album,indonesian pop,2995975.0,Cinta Luar Biasa,2019-11-22,0.467,0.514,0,-9.007,1,0.0274,0.159,8.33e-06,0.316,0.599,157.869,pop,Indonesia,2019-12-04,19.0
4mxWSdf71VFO52qFeY0fZt,15077.949999999992,what lovers do,Maroon 5 - SZA,single,pop,27713137.0,What Lovers Do (feat. SZA),2017-08-30,0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,pop,Taiwan,2017-10-17,1.0
4n7jnSxVLd8QioibtTDBDq,58355.30000000001,on my way,Alan Walker - Sabrina Carpenter - Farruko,single,electro house,24925809.0,On My Way,2019-03-21,0.509,0.6890000000000001,1,-4.928999999999999,0,0.102,0.0209,0.0,0.301,0.297,170.08700000000005,house,Indonesia,2019-05-24,1.0
4nDfc6F2uVcc6wdG7kBzWO,72.00000000000001,bom bidi bom - from fifty shades darker,Nick Jonas - Nicki Minaj,compilation,dance pop,6723502.0,Fifty Shades Darker (Original Motion Picture Soundtrack),2017-02-10,0.468,0.515,6,-6.577999999999999,1,0.0665,0.145,0.0,0.132,0.187,86.21,pop,Norway,2017-02-16,55.0
4nK5YrxbMGZstTLbvj6Gxw,35216.849999999984,supalonely,BENEE - Gus Dapperton,single,nz pop,491626.0,STELLA & STEVE,2019-11-15,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,pop,New Zealand,2020-03-19,1.0
4nMlau89VAjmV7agkl7OY3,6928.55,fresh eyes,Andy Grammer,single,dance pop,855112,Fresh Eyes,2016-01-01,0.8220000000000001,0.544,0,-6.7970000000000015,1,0.0332,0.562,2.4e-05,0.144,0.861,122.047,pop,New Zealand,2017-01-04,8.0
4nVBt6MZDDP6tRVdQTgxJg,317.9,story of my life,One Direction,album,boy band,18426467,Midnight Memories (Deluxe),2013-11-25,0.6,0.6629999999999999,3,-5.8020000000000005,1,0.0477,0.225,0.0,0.119,0.286,121.07,boy band,Ireland,2020-07-23,17.0
4nyF5lmSziBAt7ESAUjpbx,16.0,"i miss you, i’m sorry",Gracie Abrams,single,indie cafe pop,105614.0,minor,2020-07-14,0.445,0.455,7,-6.405,1,0.0575,0.731,1.47e-06,0.124,0.151,109.885,pop,Indonesia,2020-07-27,187.0
4ofvoCdXq99vpMZO4Cfp8x,9116.25,pray for me,The Weeknd - Kendrick Lamar,single,canadian contemporary r&b,25562055.0,Pray For Me (with Kendrick Lamar),2018-02-02,0.728,0.6679999999999999,2,-5.02,1,0.126,0.0805,1.49e-05,0.102,0.162,100.537,r&b/soul,Canada,2018-02-08,2.0
4ozdR9EQnFrqzxsGbsWEiQ,779.9999999999997,jaran goyang,Nella Kharisma,single,dangdut,1979075.0,Jaran Goyang,2017-01-19,0.7340000000000001,0.847,2,-4.72,1,0.0351,0.602,0.0,0.181,0.963,150.024,else,Indonesia,2017-09-01,132.0
4pHTQ2jSf1Z1SqOgrvhTxw,13.6,from home - korean version,NCT U,album,k-pop,1980136.0,NCT RESONANCE Pt. 1 - The 2nd Album,2020-10-12,0.628,0.8540000000000001,1,-2.9610000000000003,1,0.0519,0.518,0.0,0.356,0.457,132.02,k-pop,Indonesia,2020-10-13,184.0
4pLwZjInHj3SimIyN9SnOz,27284.80000000001,side to side,Ariana Grande - Nicki Minaj,album,dance pop,52571724,Dangerous Woman,2016-05-20,0.648,0.738,6,-5.882999999999999,0,0.247,0.0408,0.0,0.292,0.603,159.145,pop,Malaysia,2017-01-05,11.0
4pUCKHjJ4Ijewc37rRrvHn,44148.54999999998,kill this love,BLACKPINK,single,k-pop,16413563,KILL THIS LOVE,2019-04-04,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,k-pop,Indonesia,2019-04-11,1.0
4pbJqGIASGPr0ZpGpnWkDn,1872.0,we will rock you - remastered,Queen,album,classic rock,29836055.0,News Of The World (2011 Remaster),1977-10-28,0.6920000000000001,0.4970000000000001,2,-7.316,1,0.119,0.6759999999999999,0.0,0.259,0.475,81.308,rock,Costa Rica,2018-11-12,21.0
4pdPtRcBmOSQDlJ3Fk945m,36020.499999999985,let me love you,DJ Snake - Justin Bieber,album,dance pop,7101818.0,Encore,2016-08-05,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,pop,Poland,2017-01-01,1.0
4pulHxja8nTUiojRtfwgTv,27.20000000000001,ghost,BAEKHYUN,album,k-pop,1458526.0,Delight - The 2nd Mini Album,2020-05-25,0.711,0.8540000000000001,7,-2.329,0,0.0378,0.339,1.03e-05,0.108,0.481,100.027,k-pop,Malaysia,2020-05-25,90.0
4pvb0WLRcMtbPGmtejJJ6y,4369.4,exile,Taylor Swift - Bon Iver,album,dance pop,33485486,folklore,2020-07-24,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,pop,USA,2020-07-30,2.0
4q8PHoRsPUB52LFylX8Ulz,5258.6,more than you know,Axwell /\ Ingrosso,single,big room,2193315.0,More Than You Know,2017-05-24,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07,house,Austria,2017-07-27,1.0
4qAvyvaUGLYQVJnPR6THDc,2.4000000000000004,rose horizon,Yellow Claw - STORi,album,bass trap,930219.0,Los Amsterdam,2017-03-31,0.473,0.885,5,-3.42,0,0.0454,0.00613,0.00023,0.219,0.27,149.69799999999995,rap,Indonesia,2017-04-01,198.0
4qKcDkK6siZ7Jp1Jb4m0aL,5283.050000000001,look alive,BlocBoy JB - Drake,single,pop rap,1185031.0,Look Alive (feat. Drake),2018-02-09,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.02200000000002,pop,USA,2018-02-17,2.0
4qOpQXiEDEvt8MhYCGcwB6,2503.800000000001,dehidrasi,Hindia - Petra Sihombing,album,indonesian indie,326004.0,Menari Dengan Bayangan,2019-11-29,0.607,0.878,9,-4.876,1,0.0542,0.00369,0.00354,0.258,0.57,109.988,indie,Indonesia,2019-11-29,77.0
4qgEKGK7nKGw1Rgkoe2cVL,1113.6,love you longer,Raisa,album,indonesian pop,1647870.0,Handmade,2016-04-21,0.687,0.5429999999999999,0,-6.5920000000000005,1,0.102,0.523,0.0,0.0716,0.377,91.996,pop,Indonesia,2017-03-31,121.0
4qgIQcskrvj6nlypTvBm5k,96547.60000000024,waktu yang salah,Fiersa Besari - Thantri,album,indonesian indie,2656761.0,Tempat Aku Pulang,2014-05-15,0.665,0.276,7,-11.053,1,0.026,0.7879999999999999,0.0,0.099,0.299,130.07,indie,Indonesia,2019-10-03,3.0
4qjW4odsAkX0daeqRC6sXL,32.0,yang terbaik,Maria Simorangkir,single,n-a,20682.0,Yang Terbaik,2018-04-20,0.42,0.266,7,-6.636,1,0.0289,0.921,0.00015,0.176,0.223,75.99,else,Indonesia,2018-04-27,161.0
4qqArAiTPueDxIp7cf87h7,2023.1,final song,MØ,single,dance pop,1283811,Final Song,2016-05-13,0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,pop,France,2017-01-04,30.0
4rAWADK2zYdjx2ar2Hp1C8,54803.6,rayu,Marion Jola - Laleilmanino,album,indonesian pop,454110.0,Marion,2019-07-19,0.528,0.579,2,-7.364,1,0.0436,0.509,0.0,0.333,0.434,80.77600000000002,pop,Indonesia,2020-06-18,22.0
4rXZrKBGVRh98LnKxbda91,20.8,b.l.t,TREASURE,single,k-pop,330637.0,THE FIRST STEP : CHAPTER TWO,2020-09-18,0.7170000000000001,0.807,7,-5.957999999999998,1,0.0669,0.0429,0.0,0.34,0.6459999999999999,128.003,k-pop,Indonesia,2020-09-19,175.0
4reIsHKw5hUj4pV8zzMjLA,41598.44999999998,i still love you,TheOvertunes,single,indonesian pop,236540.0,Cek Toko Sebelah (Original Motion Picture Soundtrack),2016-12-20,0.446,0.159,1,-12.129,1,0.0376,0.906,5.24e-06,0.11,0.172,119.93,pop,Indonesia,2020-10-21,34.0
4rm9NacKlPRfRGnUFByroW,47.2,i know you know,Boys Under The Moon,single,k-pop boy group,3898.0,PRODUCE 101 - 35 Boys 5 Concepts,2017-06-04,0.8009999999999999,0.769,1,-3.925,0,0.0494,0.244,0.0,0.101,0.964,114.982,k-pop,Indonesia,2017-06-04,142.0
4s0dJmVknlUl7V6oK3puzZ,2083.65,zombie,DAY6,album,k-pop,1724058.0,The Book of Us : The Demon,2020-05-11,0.79,0.542,0,-4.119,1,0.0438,0.0117,0.0,0.0818,0.527,121.982,k-pop,Indonesia,2020-05-15,26.0
4s7A3Fd0Sw9HmHkDzSeG2F,9744.7,galih & ratna,GAC (Gamaliél Audrey Cantika),single,indonesian pop,280884.0,"Galih & Ratna (From ""Galih & Ratna"")",2017-02-01,0.726,0.597,0,-5.678,1,0.133,0.227,0.0,0.16,0.675,105.97,pop,Indonesia,2017-02-03,61.0
4sCabvmZpbmfoCNcoCSKEX,19995.09999999999,cuek,Rizky Febian,single,indonesian pop,1316199.0,Cuek,2020-08-07,0.528,0.6890000000000001,6,-8.265,0,0.0537,0.434,0.0055299999999999,0.447,0.443,84.96700000000001,pop,Indonesia,2020-11-03,4.0
4sPmO7WMQUAf45kwMOtONw,726.4000000000003,hello,Adele,album,british soul,24014946.0,25,2016-06-24,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,r&b/soul,New Zealand,2017-03-25,20.0
4so9pTT3Sc5g6MikgT38Uo,151.20000000000005,diam keroncong,Payung Teduh - Citra,album,indonesian folk,2276923.0,Mendengar Suara,2018-08-03,0.73,0.396,0,-7.3820000000000014,1,0.0277,0.657,0.000447,0.297,0.6809999999999999,89.98,else,Indonesia,2018-08-06,158.0
4t64kdd20v2LSt9FDkpTBI,1928.05,terpesona,Isyana Sarasvati - gamaliél,album,indonesian indie,972830.0,Paradox,2017-09-01,0.7020000000000001,0.622,11,-5.7860000000000005,0,0.0699,0.529,0.0,0.0779,0.8059999999999999,88.006,indie,Indonesia,2017-09-01,45.0
4tCtwWceOPWzenK2HAIJSb,3816.899999999999,work from home,Fifth Harmony - Ty Dolla $ign,album,dance pop,11577693,7/27 (Deluxe),2016-05-27,0.8029999999999999,0.585,8,-5.8610000000000015,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,pop,USA,2017-01-01,30.0
4tNXntkAzQ5A2dfYRYGIIQ,3045.3500000000013,easier,5 Seconds of Summer,single,boy band,6734577,Easier,2019-05-23,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,boy band,Australia,2019-06-10,6.0
4thUr6xWcBXv0C8afawKbr,1.6,feeling good,DAY6,single,k-pop,1724058.0,Shoot Me : Youth Part 1,2018-06-26,0.634,0.863,11,-3.047,0,0.0538,0.314,0.0,0.101,0.767,122.087,k-pop,Indonesia,2018-06-28,199.0
4txc3txsIt81diMzGhrVPS,3569.05,wish you were gay,Billie Eilish,single,electropop,34697267,wish you were gay,2019-03-04,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,pop,New Zealand,2019-03-28,4.0
4txpZk7WSjV1dsZAw5WYcT,14.4,still new york,MAX - Joey Bada$$,single,dance pop,559602.0,Still New York,2018-06-26,0.662,0.677,1,-6.371,0,0.0406,0.23,0.0,0.369,0.347,99.017,pop,Singapore,2018-08-11,78.0
4u2hiASkRpjQdwBIZQS4iF,3256.9,tetap untukmu,Anneth - MJN Squad,album,n-a,7270.0,Mimpiku Jadi Nyata,2020-07-24,0.523,0.291,7,-10.705,1,0.0398,0.6509999999999999,0.0,0.179,0.227,133.282,else,Indonesia,2020-10-09,73.0
4u9Y4Z9i9VaAbBK7rW1Rha,47.2,meet me in the hallway,Harry Styles,album,pop,10361677,Harry Styles,2017-05-12,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,pop,Poland,2017-05-12,22.0
4umIPjkehX1r7uhmGvXiSV,58055.200000000026,intentions,Justin Bieber - Quavo,album,canadian pop,39214943.0,Changes,2020-02-14,0.8059999999999999,0.546,9,-6.6370000000000005,1,0.0575,0.3,0.0,0.102,0.8740000000000001,147.986,pop,Malaysia,2020-03-19,1.0
4uoumbAMEMaKdtiv763jKz,7785.949999999996,tg4m,Zara Larsson,album,dance pop,7920553.0,So Good,2017-03-17,0.667,0.648,3,-6.398,0,0.0626,0.0235,1.52e-05,0.0427,0.589,95.031,pop,Sweden,2017-03-17,15.0
4uqh9bualXNHXXwO2wPorc,1564.9500000000005,daisies,Katy Perry,single,dance pop,16588925.0,Daisies,2020-05-15,0.639,0.546,1,-5.3820000000000014,1,0.0407,0.0837,0.0,0.122,0.149,122.179,pop,Singapore,2020-05-21,32.0
4ut5G4rgB1ClpMTMfjoIuy,3500.4999999999995,high on life,Martin Garrix - Bonn,single,big room,13885414.0,High On Life (feat. Bonn),2018-07-29,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.03799999999998,house,Taiwan,2018-08-03,8.0
4v094LQ9eF10k2O2Te2ngK,27790.3,too much to ask,Niall Horan,album,dance pop,6170158.0,Flicker (Deluxe),2017-10-20,0.519,0.5539999999999999,0,-6.412000000000001,1,0.0385,0.381,0.0,0.115,0.194,153.67600000000004,pop,Ireland,2017-10-23,5.0
4vTgx6h4seHvkuFh84JXYP,1968.05,my time,BTS,album,k-pop,24755789.0,MAP OF THE SOUL : 7,2020-02-21,0.674,0.64,0,-5.138999999999999,0,0.0339,0.151,0.0,0.0925,0.664,99.908,k-pop,Malaysia,2020-02-23,23.0
4vUmTMuQqjdnvlZmAH61Qk,2311.1500000000005,south of the border,Ed Sheeran - Camila Cabello - Cardi B,album,pop,71783101.0,No.6 Collaborations Project,2019-07-12,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.6679999999999999,97.989,pop,UK,2019-11-09,4.0
4vb4mFvYsr2h6enhjJsq9Y,11715.0,water under the bridge,Adele,album,british soul,24014946.0,25,2016-06-24,0.596,0.838,5,-6.52,0,0.0704,0.0189,1.5399999999999998e-05,0.108,0.472,94.982,r&b/soul,New Zealand,2017-03-26,15.0
4vh193RZbEEBanSG0719Wh,69082.35,lebih dari egoku,Mawar De Jongh,single,indonesian pop,290410.0,Lebih Dari Egoku,2019-09-13,0.672,0.392,0,-7.72,1,0.0271,0.738,0.0,0.103,0.333,79.961,pop,Indonesia,2019-12-18,4.0
4vh7bEuYAU9TtBRXwcLtn9,261.9,trauma,EXO,album,k-pop,6731265.0,LOVE SHOT– The 5th Album Repackage,2018-12-13,0.8009999999999999,0.7559999999999999,11,-4.6960000000000015,0,0.0448,0.12,0.0,0.0836,0.622,110.988,k-pop,Indonesia,2018-12-13,75.0
4vv1KjUzPwrtDbozizSfQc,546.3000000000002,dont quit,DJ Khaled - Calvin Harris - Travis Scott - Jeremih,album,dance pop,5270929.0,Grateful,2017-06-22,0.652,0.8270000000000001,7,-3.98,0,0.0445,0.015,0.0,0.4320000000000001,0.659,100.011,pop,USA,2017-06-23,19.0
4w6BRW3NRbjlNcIqiZ0ybE,18313.85000000001,salamku untuk kekasihmu yang baru,RAN - Kahitna,album,indonesian indie,490790.0,RAN,2016-11-25,0.7070000000000001,0.412,9,-9.406,1,0.0308,0.722,2.27e-06,0.0988,0.354,114.031,indie,Indonesia,2017-02-19,66.0
4w8niZpiMy6qz1mntFA5uM,55990.39999999993,taki taki,DJ Snake - Selena Gomez - Ozuna - Cardi B,single,dance pop,7101818.0,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,0.8420000000000001,0.8009999999999999,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,pop,Global,2018-11-03,1.0
4wNIkl5XGiAACjFBlDWuSd,986.4,what a man gotta do,Jonas Brothers,single,boy band,4654109.0,What A Man Gotta Do,2020-01-17,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,boy band,Canada,2020-01-23,17.0
4wopYJ5wpYOM6ogm2Jugnw,7632.65,"fuck, im lonely  - from “13 reasons why: season 3”",Lauv - Anne-Marie,album,pop,3587039.0,~how i'm feeling~,2019-11-14,0.8059999999999999,0.5579999999999999,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.6779999999999999,95.016,pop,Ireland,2019-11-16,19.0
4wuCQX7JvAZLlrcmH4AeZF,7.2,cross me,Ed Sheeran - Chance the Rapper - PnB Rock,album,pop,71783101.0,No.6 Collaborations Project,2019-07-12,0.746,0.787,4,-6.372999999999998,1,0.12,0.212,0.0,0.0669,0.607,95.005,pop,Finland,2019-07-25,4.0
4xBjsLUSjcx2h7PcRikpQp,2414.4,omg,Camila Cabello - Quavo,single,dance pop,18673543.0,OMG (feat. Quavo),2017-08-03,0.655,0.5760000000000001,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.1669999999999999,139.953,pop,Brazil,2017-08-04,42.0
4xFM9ET7fPtYgbp9QyzrHl,41922.500000000015,dari mata,Jaz,single,indonesian pop,536417.0,Dari Mata,2016-02-03,0.693,0.628,0,-5.055,1,0.0495,0.328,0.0,0.118,0.605,109.963,pop,Indonesia,2017-02-19,18.0
4xV9rMtc5sexZ8jO4ezxq3,360.8,pandangan pertama,RAN,album,indonesian indie,490790.0,RAN For Your Life,2008-01-01,0.6629999999999999,0.769,0,-5.0280000000000005,1,0.0284,0.039,1.1e-06,0.125,0.68,102.968,indie,Indonesia,2017-04-22,129.0
