Id,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,Genre_new,country_chart,date_chart,position_chart
000xQL6tZNLJzIrtIgxqSl,12405.55,still got time,ZAYN - PARTYNEXTDOOR,single,dance pop,13407533,Still Got Time (feat. PARTYNEXTDOOR),2017-03-23,0.748,0.627,7,-6.029,1,0.0639,0.131,0.0,0.0852,0.524,120.963,pop,Australia,2017-04-05,20.0
003eoIwxETJujVWmNFMoZy,934.4,growing pains,Alessia Cara,single,canadian contemporary r&b,7910658.0,Growing Pains,2018-06-15,0.353,0.755,1,-6.276,0,0.733,0.0822,0.0,0.39,0.4370000000000001,191.153,r&b/soul,Taiwan,2018-06-18,20.0
006LuHbY5Tt9dhbdSOnVq6,4450.65,rbb,Red Velvet,single,k-pop,4250504.0,RBB,2018-11-28,0.7190000000000001,0.85,2,-3.229,1,0.0317,0.012,0.000239,0.114,0.3670000000000001,150.059,k-pop,Taiwan,2018-12-12,39.0
00lNx0OcTJrS3MKHcB80HY,4182.200000000002,you dont know me - radio edit,Jax Jones - RAYE,single,dance pop,820410,You Don't Know Me,2016-12-09,0.8759999999999999,0.669,11,-6.053999999999999,0,0.138,0.163,0.0,0.185,0.682,124.007,pop,Germany,2017-04-12,2.0
017PF4Q3l4DBUiWoXk4OWT,10568.799999999996,break my heart,Dua Lipa,album,dance pop,20575026.0,Future Nostalgia,2020-03-27,0.73,0.7290000000000001,4,-3.434,0,0.0883,0.1669999999999999,1.39e-06,0.349,0.467,113.013,pop,Ireland,2020-04-02,4.0
01TdkJ0lorIzBsdks8X1Tb,34824.099999999984,perlahan,Guyon Waton,single,dangdut,246625.0,Perlahan,2020-02-03,0.659,0.537,11,-9.644,1,0.0343,0.675,3.92e-05,0.3,0.398,127.962,else,Indonesia,2020-06-18,6.0
01beCqR9wsVnwzkAJZyTqq,67638.05000000003,i love you but im letting go,Pamungkas,album,indonesian pop,478118.0,Walk The Talk,2018-07-15,0.393,0.319,6,-9.116,1,0.0303,0.972,2.94e-05,0.111,0.131,79.628,pop,Indonesia,2020-01-21,16.0
01dmH2IPkrLNWIMPNXlreE,2402.95,paradise,BTS,album,k-pop,24755789.0,Love Yourself 轉 'Tear',2018-05-18,0.519,0.828,5,-5.523,1,0.365,0.214,0.0,0.0571,0.929,139.41299999999998,k-pop,Malaysia,2018-05-19,8.0
01iyINEYgPQ7ThMZuHUsqS,2352.7999999999997,first love,Lost Kings - Sabrina Carpenter,single,dance pop,270333,First Love,2017-10-13,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38,pop,Malaysia,2017-12-26,92.0
01k24g94i1JvkFLQmVEdCd,884.6500000000003,if youre over me,Years & Years,single,dance pop,1491082.0,If You're Over Me,2018-05-10,0.647,0.853,8,-4.516,1,0.0904,0.0615,0.0,0.062,0.618,103.846,pop,UK,2018-06-28,11.0
01uk7IzZyFNfQTDBXxx6NB,128.0,one last song,Sam Smith,album,pop,14303985,The Thrill Of It All (Special Edition),2017-11-03,0.672,0.53,1,-6.43,1,0.0284,0.3670000000000001,0.0,0.321,0.485,103.326,pop,UK,2017-11-03,21.0
028XrbNPgtmnSSScHuWuG1,118.4,jekyll,EXO,album,k-pop,6731265.0,OBSESSION - The 6th Album,2019-11-27,0.721,0.57,11,-3.759,0,0.0567,0.438,0.0,0.0975,0.472,99.988,k-pop,Indonesia,2019-11-28,123.0
02LZ1fGJE8fB56yTlCVMEV,39.2,switch,Iggy Azalea - Anitta,single,australian hip hop,5161174,Switch,2017-05-19,0.914,0.624,11,-6.112,0,0.0531,0.00348,0.00389,0.395,0.346,109.977,hip hop,Brazil,2017-05-19,2.0
02WacdrRpm4zlP8H7X6bnQ,12.0,dancing on my own,Calum Scott,single,neo mellow,2835570.0,Dancing On My Own,2016-06-03,0.608,0.174,1,-8.796,1,0.0332,0.851,1.92e-05,0.0855,0.193,112.175,indie,Netherlands,2017-01-08,16.0
02ZhtvFJezLbTBYreMGcoJ,1517.15,grandmas day,The Legendary Fruitman,single,n-a,8728.0,Grandma's Day,2018-01-28,0.537,0.599,1,-6.404,1,0.261,0.287,0.0,0.0778,0.58,168.183,else,Indonesia,2018-04-06,62.0
02q0ZnV2L4XByzEvWZJqBC,16704.099999999995,spring day,BTS,album,k-pop,24755789.0,YOU NEVER WALK ALONE,2017-02-13,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,k-pop,Malaysia,2017-02-14,6.0
02zU2NCUwtt4z8SRHRWsRL,186.4,ya maulana,Sabyan Gambus,single,sholawat,550412.0,Sabyan Gambus,2018-07-13,0.61,0.387,0,-6.442,1,0.028,0.7909999999999999,0.000175,0.0937,0.47,124.008,else,Indonesia,2019-06-05,123.0
03CbQgFxnBFoaaVJTfEqMD,293.6,medicine,Bring Me The Horizon,single,melodic metalcore,3266166.0,medicine,2019-01-03,0.615,0.858,0,-3.3,1,0.0396,0.00393,0.0,0.0789,0.3229999999999999,97.038,metal,UK,2019-01-04,35.0
03iCbZaM4OkRR4We6wIzvx,12548.500000000002,idol,BTS - Nicki Minaj,album,k-pop,24755789,Love Yourself 結 'Answer',2018-08-24,0.7090000000000001,0.857,9,-3.394,1,0.0881,0.00219,0.0,0.103,0.446,126.038,k-pop,Indonesia,2018-08-24,1.0
03wvlNaxFKB9sge4U6vyPE,28.0,more & more - english version,TWICE,single,k-pop,6954833.0,MORE & MORE (English Version),2020-08-21,0.753,0.815,5,-4.857,1,0.0613,0.0313,1.74e-06,0.191,0.5670000000000001,106.998,k-pop,Philippines,2020-08-21,18.0
03wwuZo54BTjWuU1Z5RAra,6.4,rhythm ta - kr ver.,iKON,album,k-pop,2759714.0,WELCOME BACK,2015-11-20,0.764,0.8190000000000001,7,-3.969,1,0.0892,0.124,0.0,0.33,0.617,81.992,k-pop,Indonesia,2018-09-03,193.0
042x9bsUBWW2fJgJ6fUh61,8197.349999999999,not going home,DVBBS - CMC$ - Gia Koka,single,big room,848649.0,Not Going Home,2017-01-27,0.713,0.733,6,-6.431,1,0.152,0.0933,2.23e-05,0.237,0.502,108.992,house,Canada,2017-02-02,31.0
04AYgtKFrpldRXe5y0LNGQ,542.4000000000002,ritual,Marshmello - Wrabel,single,brostep,27670203.0,Ritual (feat. Wrabel),2016-10-27,0.561,0.946,10,-0.899,1,0.128,0.00848,2.05e-05,0.0635,0.3,109.891,dance/electronic,Indonesia,2017-01-01,89.0
04CttTezSnv71USiiG9mIo,5335.25,lighthouse - andrelli remix,Hearts & Colors - Andrelli,single,post-teen pop,110014.0,Lighthouse (Andrelli Remix),2016-11-11,0.595,0.662,11,-6.858,0,0.0362,0.0178,0.0,0.0804,0.417,96.053,pop,Norway,2017-01-29,9.0
04DwTuZ2VBdJCCC5TROn7L,20941.6,in the name of love,Martin Garrix - Bebe Rexha,compilation,big room,13885414,The Martin Garrix Collection,2017-04-21,0.49,0.485,4,-6.237,0,0.0406,0.0592,0.0,0.337,0.196,133.889,house,Italy,2017-01-05,9.0
04ZTP5KsCypmtCmQg5tH9R,50207.55,im a mess,Bebe Rexha,album,dance pop,5754092.0,Expectations,2018-06-22,0.63,0.6940000000000001,11,-6.2570000000000014,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,pop,Malaysia,2018-08-29,6.0
04qqfjPWDqrg9q3HTToCfZ,544.0,wish,Urban Zakapa,single,k-indie,117577.0,Guardian (Original Television Soundtrack) Part 10,2017-01-08,0.332,0.517,2,-4.756,1,0.0318,0.6920000000000001,0.0,0.145,0.186,134.68,indie,Malaysia,2017-01-24,80.0
05CwHjIk71RXVU40boRMnR,10646.349999999997,call you mine,The Chainsmokers - Bebe Rexha,single,dance pop,16931568.0,World War Joy,2019-05-31,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,pop,Taiwan,2019-07-05,3.0
05KOgYg8PGeJyyWBPi5ja8,373.1,free smoke,Drake,album,canadian hip hop,50593376.0,More Life,2017-03-18,0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.5710000000000001,0.203,141.97899999999996,hip hop,USA,2017-03-19,2.0
05W4TSNqPEXtKdejLVRQrm,31.20000000000001,thunder / young dumb & broke  - medley,Imagine Dragons - Khalid,single,modern rock,30723081.0,Thunder / Young Dumb & Broke (with Khalid) [Medley],2017-12-20,0.513,0.684,0,-5.499,1,0.104,0.113,0.000144,0.395,0.266,83.985,rock,Taiwan,2017-12-22,54.0
05mAIVLkIWc2d1UBYZBCp8,49.6,1999,Charli XCX - Troye Sivan,single,art pop,2143069.0,1999,2018-10-05,0.7390000000000001,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,pop,Australia,2018-11-11,12.0
06CTBs4mTFwJzlrmAvU6d0,41.6,another day,The SIGIT,single,indonesian alternative rock,166423.0,Another Day,2020-07-31,0.318,0.8190000000000001,2,-6.767,1,0.0373,0.0042,0.0341,0.115,0.535,99.996,rock,Indonesia,2020-07-31,149.0
06EMBzxDm2hueehobAlMtm,43.2,ending scene,IU,album,k-pop,2549946.0,Palette,2017-04-21,0.388,0.3229999999999999,5,-7.158,1,0.0348,0.851,2.03e-06,0.143,0.232,118.885,k-pop,Taiwan,2017-04-24,80.0
06L1apH8kLF47dbhZ4Zg9A,821.1,breathe,LEE HI,single,k-pop,665633.0,SEOULITE,2016-03-09,0.609,0.246,8,-8.449,1,0.0376,0.784,0.0,0.0825,0.371,123.773,k-pop,Indonesia,2017-12-19,67.0
06Pvy98db25O7wlfFFFIRM,3692.400000000001,bon bon chocolat,EVERGLOW,single,k-pop,660900.0,ARRIVAL OF EVERGLOW,2019-03-18,0.7190000000000001,0.828,6,-5.559,1,0.0613,0.0343,0.0,0.0747,0.634,139.92700000000002,k-pop,Singapore,2019-04-08,45.0
06tjI6ZyMgSwISedNcldUw,36.8,ramadhan tiba,Opick,album,indonesian pop,79828.0,Cahaya Hati,2012-01-01,0.63,0.6709999999999999,4,-5.978,1,0.0312,0.507,0.0,0.129,0.77,167.43400000000003,pop,Indonesia,2019-05-06,165.0
073ILU1C3APNRGF66VhtyA,489.6,liar,Camila Cabello,album,dance pop,18673543.0,Romance,2019-12-06,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,pop,Netherlands,2019-12-06,16.0
079gLi9aLvk79QNv3ovswu,45.6,1 night,Mura Masa - Charli XCX,single,channel islands indie,549560.0,1 Night,2017-03-17,0.865,0.586,8,-6.142,1,0.0516,0.294,6.64e-06,0.0753,0.582,113.034,indie,Norway,2017-03-17,94.0
07Oz5StQ7GRoygNLaXs2pd,404.80000000000007,good as hell  - remix,Lizzo - Ariana Grande,single,dance pop,3308612.0,Good as Hell (feat. Ariana Grande) [Remix],2019-10-25,0.6679999999999999,0.892,5,-3.0010000000000003,0,0.0645,0.298,0.0,0.735,0.478,95.927,pop,Australia,2019-12-31,17.0
07c11BxeE28llfHSPSRqFv,98.40000000000002,my favourite position,NOVAKANE - Cindercella,single,indonesian pop,2489.0,ROMANCE,2018-03-23,0.763,0.311,7,-9.13,1,0.0359,0.6940000000000001,0.0,0.103,0.341,85.052,pop,Indonesia,2018-04-06,148.0
07eEhlCGJDQqHRyEh5V8gn,8.8,seperti rahim ibu,Efek Rumah Kaca,single,indonesian alternative rock,511741.0,"Seperti Rahim Ibu (From ""Mata Najwa"")",2018-05-18,0.512,0.602,5,-4.841,0,0.0308,0.211,4.49e-06,0.0879,0.0529,120.006,rock,Indonesia,2019-09-26,190.0
07kS6GzBPkGUMmfgQUfMbE,14407.55,aku yang salah,Elmatu,single,indonesian pop,4111.0,Aku Yang Salah,2020-07-03,0.693,0.477,7,-9.032,1,0.0381,0.0393,0.0503,0.109,0.279,120.023,pop,Indonesia,2020-08-10,39.0
07tsxA3VTCCs35M17sBs88,89.25,free me,Sia,single,australian dance,17732676.0,Free Me,2017-06-09,0.269,0.455,3,-3.6,1,0.0285,0.8490000000000001,4.24e-06,0.14,0.21,87.0,dance/electronic,Taiwan,2017-06-09,56.0
083Qf6hn6sFL6xiOHlZUyn,1208.0000000000005,ill be there,Jess Glynne,single,dance pop,2340619,I'll Be There,2018-05-03,0.623,0.851,7,-3.111,1,0.0409,0.0228,0.0,0.12,0.4,100.063,pop,UK,2018-06-16,7.0
08OPqLv99g8avzmxQepmiw,5825.800000000005,besok mungkin kita sampai,Hindia,album,indonesian indie,326004.0,Menari Dengan Bayangan,2019-11-29,0.659,0.705,7,-7.074,1,0.0312,0.178,1.39e-05,0.333,0.488,95.01,indie,Indonesia,2019-11-29,64.0
08WPvDEsHvTFuB9w8tC2OS,423.3,now and later,Sage The Gemini,album,dance pop,717017,Morse Code,2017-07-21,0.7809999999999999,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,pop,Germany,2017-01-04,7.0
08Wc3X7XNSyF8WYBPt2L8E,97.75,holiday,Calvin Harris - Snoop Dogg - John Legend - Takeoff - Funk Wav,album,dance pop,20814678.0,Funk Wav Bounces Vol.1,2017-06-30,0.836,0.769,6,-2.334,0,0.0773,0.472,0.00157,0.0804,0.585,103.991,pop,UK,2017-06-30,68.0
08bNPGLD8AhKpnnERrAc6G,105465.55000000016,friends,Marshmello - Anne-Marie,single,brostep,27670203.0,FRIENDS,2018-02-09,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,dance/electronic,Austria,2018-04-25,1.0
08c4PK8mpIPiC50UqLDHYJ,332.55,salah,Pee Wee Gaskins,single,indonesian emo,122991.0,Salah,2018-07-06,0.452,0.942,6,-0.999,0,0.0726,0.000446,0.0,0.166,0.583,165.048,else,Indonesia,2018-07-06,78.0
08fa9LFcFBTcilB3iq2e2A,46.40000000000001,epiphany,Taylor Swift,album,dance pop,33485486.0,folklore,2020-07-24,0.354,0.267,1,-13.69,1,0.0281,0.731,0.000402,0.0858,0.113,94.219,pop,USA,2020-07-24,14.0
095rDYLjAHYmis3vU8gRxo,1040.35,never,Sons of People,single,k-pop,5725.0,PRODUCE 101 - 35 Boys 5 Concepts,2017-06-04,0.693,0.8440000000000001,0,-2.257,0,0.0578,0.617,0.0,0.5720000000000001,0.7170000000000001,110.012,k-pop,Indonesia,2017-06-04,70.0
09IStsImFySgyp0pIQdqAc,45022.25000000002,the middle,Zedd - Maren Morris - Grey,single,complextro,5236599.0,The Middle,2018-01-23,0.753,0.657,7,-3.0610000000000004,1,0.0449,0.171,0.0,0.112,0.4370000000000001,107.01,dance/electronic,Taiwan,2018-02-12,1.0
09KlDlkOYuC5x6hOaM7vaP,120.05,angel,Fifth Harmony,single,dance pop,11577693,Angel,2017-08-10,0.738,0.525,1,-6.297999999999999,0,0.0371,0.00339,0.0,0.351,0.13,124.008,pop,Taiwan,2017-08-11,51.0
09PGubKAMryhOWv1LHpCYz,1160.0,"fuck, im lonely",Lauv - Anne-Marie,album,pop,3587039.0,~how i'm feeling~,2020-03-06,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,pop,Singapore,2020-03-12,49.0
09feBGdHhXOECluqKwOoXL,15492.9,rumit,Langit Sore,album,indonesian pop,17018.0,Muda Dan Jatuh Cinta,2019-04-25,0.616,0.474,2,-7.252999999999999,1,0.0299,0.706,2.51e-06,0.114,0.389,135.037,pop,Indonesia,2020-03-25,67.0
09oZ9eXQ2fo6YDrPzJqAoP,517.5999999999998,outta my head,Khalid - John Mayer,album,alternative r&b,12829933,Free Spirit,2019-04-05,0.7290000000000001,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,r&b/soul,USA,2019-04-05,6.0
09pYzzyrc6MsJXuG3K1ruC,21358.40000000001,kita - acoustic,Sheila On 7,compilation,indonesian alternative rock,3296158.0,OST. 30 Hari Mencari Cinta,2003-12-05,0.773,0.525,11,-11.398,1,0.0385,0.142,0.000222,0.221,0.616,119.024,rock,Indonesia,2018-09-15,86.0
09ts3GnICqYEU5PkQCpJK3,433.70000000000016,say something,Justin Timberlake - Chris Stapleton,single,dance pop,9849964.0,Say Something (feat. Chris Stapleton),2018-01-25,0.7070000000000001,0.632,10,-7.0310000000000015,1,0.0789,0.103,1.09e-05,0.0841,0.3720000000000001,97.04,pop,Taiwan,2018-01-31,12.0
0ADG9OgdVTL7fgREP75BrZ,2231.05,aint my fault,Zara Larsson,album,dance pop,7920553,So Good,2017-03-17,0.5760000000000001,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,pop,Turkey,2017-01-19,39.0
0AUvWawuP0ibk4SQ3sIZjk,877.6,daisy,Ashnikko,single,pop,478088,Daisy,2020-07-09,0.8340000000000001,0.6629999999999999,8,-6.143,1,0.133,0.235,0.0,0.3720000000000001,0.774,121.876,pop,USA,2020-10-22,37.0
0AUxbbqFtXJGE7Fn3jkGX5,49.6,make me love you,TAEYEON,album,k-pop,1578572.0,My Voice - The 1st Album (Deluxe Edition),2017-04-05,0.274,0.736,0,-4.518,1,0.0629,0.0288,0.0,0.104,0.191,193.468,k-pop,Taiwan,2017-04-05,108.0
0Afs1hDADIDxx31FyJIEXm,364.80000000000007,cinta terbaik,Cassandra,album,n-a,12510.0,Cinta Terbaik,2017-08-04,0.544,0.389,8,-7.332000000000002,1,0.0292,0.623,0.0,0.125,0.157,144.37,else,Indonesia,2020-05-09,112.0
0AkQbXGN4KG34TS7xLrM68,64.8,kiss you,One Direction,album,boy band,18426467.0,Take Me Home: Yearbook Edition,2012-11-09,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,boy band,Ireland,2020-07-23,31.0
0Ax3HeFnPVuHBtzc0AQ7zw,19930.4,adaptasi,Tulus,single,indonesian jazz,2839763.0,Adaptasi,2020-05-24,0.527,0.27,7,-8.137,1,0.0423,0.8740000000000001,4.64e-06,0.0987,0.459,180.112,jazz,Indonesia,2020-09-25,37.0
0B0tYbVp7pDQAqKDhgMeaL,6394.600000000002,too good to say goodbye,Bruno Mars,album,dance pop,27355260.0,24K Magic,2016-11-17,0.5870000000000001,0.63,2,-6.053999999999999,1,0.0311,0.0389,0.0,0.35,0.433,76.97,pop,Costa Rica,2017-12-07,77.0
0B48113ZG9UfkWWt7qD9xX,24.8,younger now,Miley Cyrus,single,dance pop,13062577.0,Younger Now,2017-08-17,0.551,0.8690000000000001,9,-5.043,1,0.0606,0.00124,3.03e-05,0.1639999999999999,0.297,121.91,pop,Poland,2017-08-18,42.0
0B7wvvmu9EISAwZnOpjhNI,306.4000000000001,when i was your man,Bruno Mars,album,dance pop,27355260.0,Unorthodox Jukebox,2012-12-05,0.601,0.271,0,-8.688,1,0.0403,0.937,0.0,0.144,0.411,145.494,pop,Costa Rica,2017-12-07,22.0
0B8B8cVRFIG1yznoQe7c9s,7750.15,setting fires,The Chainsmokers - XYLØ,single,dance pop,16931568.0,Setting Fires,2016-11-04,0.626,0.7170000000000001,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039,pop,Philippines,2017-01-13,28.0
0BOEuUKoHdy8in20fG5smd,9.6,messy,Kiiara,single,dance pop,708898.0,Messy,2018-05-11,0.893,0.456,9,-5.82,1,0.1669999999999999,0.216,0.0,0.326,0.6809999999999999,108.037,pop,Taiwan,2018-06-21,70.0
0BTYXGoq9b6REw7BQmmFxZ,377.5,suket teki,Didi Kempot,album,classic indo pop,510605.0,Kasmaran,2016-10-06,0.706,0.6609999999999999,2,-7.707999999999998,1,0.0255,0.486,0.0555,0.341,0.867,134.991,pop,Indonesia,2020-05-05,56.0
0BVwV7T1IklwT3EtB29UsM,15708.399999999996,pergi menjauh,Marion Jola,single,indonesian pop,454110.0,Pergi Menjauh,2019-02-22,0.575,0.346,9,-8.499,1,0.028,0.726,1.05e-05,0.113,0.203,87.99600000000002,pop,Indonesia,2019-03-03,22.0
0BlY60NrN0fFWbdW3RW40q,300.05,never be the same - radio edit,Camila Cabello,single,dance pop,18673543.0,Never Be the Same (Radio Edit),2017-12-06,0.652,0.682,0,-4.38,1,0.0788,0.156,0.00013,0.121,0.269,129.942,pop,Brazil,2017-12-08,23.0
0BsTURzR1eWY6GXAKSqyVW,245.3,bendera,Cokelat,album,indonesian alternative rock,221160.0,Rasa Baru (Re-package),2002-07-03,0.545,0.862,9,-7.754,1,0.0608,0.063,8.6e-05,0.0693,0.713,155.9,rock,Indonesia,2017-08-17,63.0
0C7RxcoJUdt0EDtQLuOFc6,86.4,strangers,Halsey - Lauren Jauregui,album,dance pop,12622150.0,hopeless fountain kingdom (Deluxe),2017-06-02,0.69,0.792,11,-4.774,1,0.057,0.0103,6.69e-05,0.216,0.262,109.976,pop,USA,2017-06-03,64.0
0CAfXk7DXMnon4gLudAp7J,13.6,low,Flo Rida - T-Pain,album,dance pop,7795478.0,Mail on Sunday,2008-03-17,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,pop,Finland,2018-12-31,95.0
0CBFOvHlyqy30Q5tbyNHfQ,36.8,want to,Dua Lipa,single,dance pop,20575026.0,Want To,2018-09-05,0.5720000000000001,0.691,8,-4.783,0,0.123,0.0788,0.000132,0.0593,0.318,92.082,pop,Taiwan,2018-09-19,8.0
0CNjoQozZP0mB9rKVdrKGx,6367.599999999999,toothbrush,DNCE,album,dance pop,3458463.0,DNCE,2016-11-18,0.557,0.7909999999999999,7,-5.771,1,0.138,0.12,0.0,0.397,0.85,104.908,pop,Malaysia,2017-01-05,53.0
0CZ8lquoTX2Dkg7Ak2inwA,5340.849999999999,1950,King Princess,single,dance pop,927066,1950,2018-02-23,0.6,0.535,4,-7.042999999999998,1,0.107,0.648,4.7e-06,0.162,0.269,71.91199999999998,pop,Australia,2018-05-28,13.0
0CcIhzC8gq1GNzYgvPsBvQ,23426.699999999983,usai di sini,Raisa,album,indonesian pop,1647870.0,Handmade,2016-04-21,0.376,0.191,2,-11.951,1,0.0389,0.964,0.0,0.0948,0.53,91.495,pop,Indonesia,2017-09-05,56.0
0CcQNd8CINkwQfe1RDtGV6,24949.65,believer,Imagine Dragons,album,modern rock,30723081.0,Evolve,2017-06-23,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982,rock,Poland,2017-06-26,1.0
0CgTuGTVzwPDd8o2rWH6DE,442.4,imagination,Shawn Mendes,album,canadian pop,29743681.0,Handwritten (Deluxe),2015-04-13,0.481,0.455,0,-5.942,1,0.0286,0.0743,0.0,0.0694,0.333,179.468,pop,Indonesia,2017-01-28,143.0
0CokSRCu5hZgPxcZBaEzVE,15142.6,glorious,Macklemore - Skylar Grey,album,modern rock,1627011.0,GEMINI,2017-09-22,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,rock,Australia,2017-10-02,2.0
0D7EgPJwNzBTSej80OveHZ,83.2,where does the time go,Rich Brian - Joji,album,indonesian hip hop,1646389.0,The Sailor,2019-07-26,0.642,0.5529999999999999,2,-6.573,1,0.0265,0.184,9.79e-06,0.112,0.129,139.925,hip hop,Indonesia,2019-07-26,126.0
0D8ZpOXVjapLXrjz5VfZSD,2539.6,pray,Sam Smith,single,pop,14303985.0,Pray,2017-10-06,0.381,0.379,4,-9.36,0,0.0501,0.292,2.79e-06,0.0864,0.153,175.067,pop,Taiwan,2017-10-12,13.0
0DC7Zs2qvAbNK1owWQ4mlL,15.2,perfect to me,Anne-Marie,single,dance pop,6611345.0,Perfect to Me,2018-11-02,0.604,0.546,8,-5.691,1,0.151,0.0889,0.0,0.0734,0.402,179.847,pop,Taiwan,2018-11-07,37.0
0DeQ1opuBngW7CapWLfa2q,65.60000000000001,got that boom,SECRET NUMBER,single,n-a,90110.0,Got That Boom,2020-11-04,0.7290000000000001,0.8740000000000001,6,-1.711,0,0.0387,0.0184,0.000214,0.0597,0.758,122.975,else,Indonesia,2020-11-05,119.0
0DhkTGjEaIHaSxTfC14BFm,4204.299999999998,lullaby,R3HAB - Mike Williams,single,big room,2082155.0,Lullaby,2018-01-26,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,house,Norway,2018-03-28,6.0
0DiDStADDVh3SvAsoJAFMk,1188.0,only human,Jonas Brothers,album,boy band,4654109,Happiness Begins,2019-06-07,0.795,0.496,0,-5.882999999999999,1,0.0722,0.108,0.0,0.0645,0.8740000000000001,94.01,boy band,USA,2019-06-07,6.0
0Dn40gxVCMo5TkgS8Ik18Q,2261.95,falling down - bonus track,Lil Peep - XXXTENTACION,single,emo rap,5305740.0,Falling Down (Bonus Track),2018-09-19,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,rap,USA,2018-09-27,1.0
0Dq49j3dELbttQVUJbtn0c,3258.65,nervous,Shawn Mendes,album,canadian pop,29743681.0,Shawn Mendes,2018-05-25,0.841,0.622,0,-6.763,1,0.0756,0.041,0.0,0.126,0.738,121.988,pop,Taiwan,2018-05-30,6.0
0E6PsO3ymCfUh7pJQjBgkj,556.0000000000001,apeshit,The Carters,album,pop,964533.0,EVERYTHING IS LOVE,2018-06-16,0.705,0.784,2,-6.477,1,0.271,0.0133,0.0,0.168,0.377,160.035,pop,Turkey,2018-07-09,20.0
0E9ZjEAyAwOXZ7wJC0PD33,4612.5,in my mind,Dynoro - Gigi D'Agostino,single,edm,208733,In My Mind,2018-06-08,0.6940000000000001,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,dance/electronic,Austria,2018-09-13,1.0
0EMD15EVNwDlgGH2CH6ZEL,4147.3,ridin,NCT DREAM,single,k-pop,2347909.0,Reload,2020-04-29,0.5489999999999999,0.903,1,-1.483,0,0.045,0.178,0.0,0.0682,0.513,150.009,k-pop,Indonesia,2020-04-30,23.0
0EPuwZbCKltGEdmmIHhCBW,1128.65,cidro,Didi Kempot,album,classic indo pop,510605.0,Emas Didi Kempot Sewu Kuto,2017-11-01,0.69,0.334,5,-17.544,1,0.0317,0.61,0.000585,0.3720000000000001,0.787,127.004,pop,Indonesia,2020-05-05,23.0
0EQMrxdeiBhry9JCxskko3,2314.3,im fine,BTS,album,k-pop,24755789.0,Love Yourself 結 'Answer',2018-08-24,0.51,0.8420000000000001,11,-2.782,0,0.103,0.00852,0.0,0.346,0.302,87.605,k-pop,Indonesia,2018-08-24,12.0
0Eqg0CQ7bK3RQIMPw1A7pl,1882.9999999999995,malibu nights,LANY,album,la pop,3012990.0,Malibu Nights,2018-10-05,0.5589999999999999,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,pop,Philippines,2018-11-05,2.0
0ErzcmZ2gIwX7X0xSMQPix,2282.7500000000005,boss,NCT - NCT U,album,k-pop,2203143.0,NCT 2018 EMPATHY,2018-03-14,0.787,0.5429999999999999,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,k-pop,Indonesia,2018-03-15,84.0
0FDzzruyVECATHXKHFs9eJ,735.2,a sky full of stars,Coldplay,album,permanent wave,27701635.0,Ghost Stories,2014-05-19,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,indie,Taiwan,2017-04-13,24.0
0FiybJyvM1EdXl302FzBNT,1800.9,takdir itu kamu,Trio Lestari,single,indonesian city pop,8453.0,Takdir Itu Kamu,2018-05-02,0.43,0.22,5,-10.855,0,0.0321,0.8809999999999999,2.72e-05,0.113,0.184,117.94,pop,Indonesia,2018-05-04,87.0
0FuTx2s3YH1ppmtiM6l0zI,11632.249999999996,september song,JP Cooper,single,neo mellow,573480.0,September Song,2016-09-16,0.623,0.654,0,-5.675,0,0.0372,0.0545,0.0,0.0838,0.401,95.921,indie,Ireland,2017-02-08,6.0
